ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0030041,actin filament polymerization,37/1107,170/18903,2.63204345753805e-12,1.26816639317742e-09,9.92872278432056e-10,ARPC1B/ARPC2/ARPC5/GAS7/GSN/PFN1/HCLS1/NCK1/RASA1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/AIF1/CORO7/ARF6/SPTBN1/PRKCD/WASHC5/TWF1/EPS8/SPTAN1/PTK2B/RICTOR/CYFIP1/ARHGAP18/PREX1/CYRIA/TRIOBP/DIAPH3/TMOD3/ADD3/WASHC3/ARFGEF1,37
BP,GO:0032984,protein-containing complex disassembly,45/1107,242/18903,4.08766813274928e-12,1.80538675863093e-09,1.41347261221909e-09,ARID1A/CHMP2A/TOM1/WDR1/VPS4B/SNAP29/GBA1/GSN/STMN1/CFL1/KIF5B/RDX/ADD1/CAPG/NSF/CAPZA2/CAPZB/CAPZA1/STX17/SPTBN1/KLC1/TWF1/ASPH/EPS8/SPTAN1/MAP1S/ARID2/TAOK1/CLASP1/SMARCC2/SMARCD2/ARHGEF2/SMARCD1/TSG101/PYM1/TRIOBP/CHMP4B/TMOD3/HDAC6/SPAST/ADD3/SWAP70/LIMA1/CHMP3/SH3BP1,45
BP,GO:0090148,membrane fission,18/1107,43/18903,8.61723229411972e-12,3.51317931991035e-09,2.75053681809068e-09,DNM1L/EXOC5/HGS/CHMP2A/EXOC3/VPS4B/STAM2/VPS36/EXOC6/EXOC4/EXOC2/TSG101/CHMP4B/VPS37B/SPAST/EXOC7/SH3GLB1/CHMP3,18
BP,GO:0006898,receptor-mediated endocytosis,46/1107,257/18903,9.43310738470078e-12,3.57110493849387e-09,2.79588791808199e-09,SDCBP/HGS/AP1G1/PIP5K1C/DNAJC13/FLOT1/AP2A1/APOE/APOC2/ITGB1/ANXA2/CTSL/CD63/CLTA/CLTB/ITGAM/RALB/IGF2R/PLCG2/CBL/ARRB2/SYK/NEDD4/NUMB/DNM2/AP2S1/AP1S1/ARF6/AP2B1/CLTC/CAP1/DNM1/FMR1/PICALM/SNX1/RAB31/SCARB2/AAK1/LDLRAP1/SCYL2/ANKRD13A/MICALL1/TBC1D5/AP2M1/REPS1/ITSN2,46
BP,GO:0032970,regulation of actin filament-based process,61/1107,406/18903,1.05278035304086e-11,3.71982391407769e-09,2.9123229134646e-09,ARPC1B/ARPC2/ARPC5/DAPK3/SORBS3/WDR1/ROCK2/GSN/PFN1/HCLS1/NCK1/STMN1/RASA1/CORO1A/RDX/MYH9/ADD1/CAPG/ID1/CRK/IQGAP1/CAPZA2/CAPZB/PXN/CAPZA1/GMFB/ARF6/RHOG/SPTBN1/PRKCD/CD47/WASHC5/TWF1/EPS8/ROCK1/IQGAP2/SPTAN1/PTK2B/CCDC88A/RICTOR/PEAK3/CYFIP1/TAOK1/CLASP1/IQGAP3/ARHGAP18/ARAP1/CORO1B/CYRIA/TRIOBP/ABI2/TMOD3/ADD3/SWAP70/LIMA1/STAP1/WASHC3/SH3BP1/F11R/ARFGEF1/WASF2,61
BP,GO:0016236,macroautophagy,52/1107,317/18903,1.31792938328535e-11,4.36564108213272e-09,3.41794580849398e-09,LGALS8/HGS/CHMP2A/TOM1/VPS4B/STAM2/UFL1/STBD1/ATG7/SNAP29/BAG3/GBA1/CAPNS1/CTSD/CAPN1/GNAI3/RALB/ATP6V1B2/ATP6V1C1/MAPK3/AKT1/ATP6V1E1/ATP6V1A/HTT/NEDD4/PIP4K2A/LRBA/STX17/ATP6V0D1/TCIRG1/RAB3GAP1/RNF213/VPS13C/VPS36/STING1/SCFD1/TBC1D5/EXOC4/VPS39/TSG101/UBXN6/RAB3GAP2/CHMP4B/VPS37B/HDAC6/VTI1B/TBK1/EXOC7/SH3GLB1/UFC1/CHMP3/WDR45,52
BP,GO:0048193,Golgi vesicle transport,50/1107,298/18903,1.40503079619209e-11,4.38039012930476e-09,3.42949312606144e-09,EXOC5/COPE/AP1G1/SNX3/USO1/SEC24D/AP2A1/RAB6A/COPB2/HTT/NSF/ARCN1/TRAPPC10/DNM2/RAB13/COPB1/COPA/STX17/CORO7/ATP2C1/SPTBN1/STX5/SNX1/RAB31/SEC23A/CCDC93/VPS13C/VPS35L/MON2/GOLGA7/TRAPPC6B/VPS52/EXOC6/COG1/SCFD1/GBF1/NKD2/EXOC4/EXOC2/TRAPPC9/COG4/ARFGAP3/RAB6B/VAPA/COPG2/SPAST/VTI1B/SNX12/MYO5A/COPG1,50
BP,GO:0043254,regulation of protein-containing complex assembly,61/1107,410/18903,1.60201368133785e-11,4.71704028393923e-09,3.69306311803147e-09,ARPC1B/ARPC2/ARPC5/EML2/TGFB1/APOE/GBA1/GSN/RB1/PFN1/PARP1/RALB/HCLS1/NCK1/PLCG2/STMN1/LGALS3/EIF2AK2/RASA1/CLIP1/CORO1A/RDX/ADD1/PPM1A/CAPG/SYK/MAPK9/CAPZA2/CAPZB/MECP2/CAPZA1/ARF6/SPTBN1/PRKCD/EP300/TWF1/EPS8/ATM/DYRK1A/SPTAN1/DCTN1/PTK2B/NUMA1/RICTOR/CYFIP1/CLASP1/CAND1/ARHGAP18/NEK7/SEPTIN8/AIDA/VPS39/CYRIA/VPS11/TRIOBP/TMOD3/HDAC6/ADD3/CARD8/SH3GLB1/ARFGEF1,61
BP,GO:1901879,regulation of protein depolymerization,25/1107,88/18903,2.04322456589057e-11,5.69952115748423e-09,4.46226661426074e-09,WDR1/GSN/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/ASPH/EPS8/SPTAN1/MAP1S/TAOK1/CLASP1/ARHGEF2/TRIOBP/TMOD3/HDAC6/SPAST/ADD3/SWAP70/LIMA1/SH3BP1,25
BP,GO:0008064,regulation of actin polymerization or depolymerization,34/1107,159/18903,3.38682883039671e-11,8.97509640055127e-09,7.02677855232832e-09,ARPC1B/ARPC2/ARPC5/WDR1/GSN/PFN1/HCLS1/NCK1/RASA1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/ARF6/SPTBN1/PRKCD/TWF1/EPS8/SPTAN1/PTK2B/RICTOR/CYFIP1/ARHGAP18/CYRIA/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1/SH3BP1/ARFGEF1,34
BP,GO:0010639,negative regulation of organelle organization,56/1107,366/18903,3.64592421893016e-11,9.20161826682374e-09,7.20412695289358e-09,NDC80/OPA1/EML2/LMNA/GSN/GPX1/PFN1/ERCC1/PARP1/STMN1/XRCC1/PPIF/CORO1A/AKT1/ARRB2/RDX/ADD1/CAPG/ACAA2/CAPZA2/CAPZB/GCLC/DNM2/CAPZA1/GMFB/SPTBN1/PRKCD/TWF1/EPS8/ATM/DYRK1A/SPTAN1/TAOK1/CLASP1/CEP97/XRN1/SPC24/SCFD1/RAD50/ARHGEF2/ARAP1/CORO1B/NUF2/TRIOBP/GHITM/CHMP4B/SPC25/TMOD3/HDAC6/ADD3/SWAP70/LIMA1/F11R/ARFGEF1/DYNC1LI1/WASF2,56
BP,GO:0030832,regulation of actin filament length,34/1107,162/18903,5.81986554943611e-11,1.40205851872779e-08,1.09769904286494e-08,ARPC1B/ARPC2/ARPC5/WDR1/GSN/PFN1/HCLS1/NCK1/RASA1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/ARF6/SPTBN1/PRKCD/TWF1/EPS8/SPTAN1/PTK2B/RICTOR/CYFIP1/ARHGAP18/CYRIA/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1/SH3BP1/ARFGEF1,34
BP,GO:0072659,protein localization to plasma membrane,47/1107,285/18903,1.06174073923917e-10,2.324614818061e-08,1.81998641763585e-08,EXOC5/FYB1/STX7/PDPK1/ROCK2/FLOT1/TGFB1/ITGB1/LGALS3/ATP2B4/AKT1/KIF5B/RDX/PTPN9/NSF/NUMB/RAB13/ARF6/RAP1A/RHOG/ATP2C1/CLTC/SPTBN1/ROCK1/PICALM/RAB31/EFR3A/FLOT2/PLS1/PPP2R5A/SEC23A/CCDC88A/GRIPAP1/LDLRAP1/DENND4C/PACS1/GOLGA7/NKD2/TMBIM1/AP2M1/PRAM1/EHD2/VTI1B/HECTD1/EPB41L3/MYO5A/F11R,47
BP,GO:0140014,mitotic nuclear division,51/1107,325/18903,1.09193420126771e-10,2.324614818061e-08,1.81998641763585e-08,ARID1A/NDC80/DAPK3/CHMP2A/VPS4B/KIF4A/SMC2/CHEK2/ACTL6A/RB1/CHTF8/CDC25C/MKI67/SMARCA2/CENPC/EPS8/ATM/DCTN2/SMC1A/NUMA1/NCAPH/NCAPD2/ARID2/NIPBL/REEP3/POGZ/CLASP1/PBRM1/CEP97/STAG2/SPC24/SMARCC2/STAG1/PHIP/SMARCD2/RMDN1/SMARCD1/CHAMP1/DSCC1/NUF2/CHMP4B/SPC25/EML4/BRD7/PDS5B/SMC4/SPAST/TASOR/SMC3/CHMP3/DYNC1LI1,51
BP,GO:0051056,regulation of small GTPase mediated signal transduction,49/1107,305/18903,1.09651642361368e-10,2.324614818061e-08,1.81998641763585e-08,RGL2/SRGAP2/FLOT1/STAMBP/APOE/ITGB1/STMN1/RASA1/NF1/CBL/RDX/ARHGAP25/CRK/DNM2/ARF6/EPS8/ABR/MYO9B/GIT2/RASA3/RASA2/MAPRE2/RALGAPA2/FGD3/DENND4C/KANK2/DNMBP/ARHGAP30/RASAL3/ARHGAP12/ARHGAP18/DOCK8/PREX1/ARHGEF40/MADD/GBF1/DOCK2/ARHGAP45/ARHGEF2/SIPA1/ARAP1/ERBIN/GMIP/SWAP70/CYTH4/ARHGAP26/SH3BP1/F11R/ARFGEF1,49
BP,GO:0032271,regulation of protein polymerization,38/1107,201/18903,1.15799080657416e-10,2.36051972109347e-08,1.84809706862969e-08,ARPC1B/ARPC2/ARPC5/EML2/GSN/PFN1/HCLS1/NCK1/STMN1/RASA1/CLIP1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/MECP2/CAPZA1/ARF6/SPTBN1/PRKCD/TWF1/EPS8/DYRK1A/SPTAN1/DCTN1/PTK2B/NUMA1/RICTOR/CYFIP1/CLASP1/ARHGAP18/CYRIA/TRIOBP/TMOD3/ADD3/ARFGEF1,38
BP,GO:0000819,sister chromatid segregation,42/1107,239/18903,1.37554609040451e-10,2.67750649776222e-08,2.09627221731454e-08,ARID1A/NDC80/CHMP2A/VPS4B/KIF4A/SMC2/ACTL6A/RB1/CHTF8/SMARCA2/TOP2B/CENPC/ATM/DCTN2/SMC1A/NUMA1/NCAPH/NCAPD2/ARID2/NIPBL/POGZ/PBRM1/STAG2/SPC24/SMC1B/SMARCC2/STAG1/SMARCD2/RMDN1/SMARCD1/CHAMP1/DSCC1/NUF2/CHMP4B/SPC25/EML4/BRD7/PDS5B/SMC4/SMC3/CHMP3/DYNC1LI1,42
BP,GO:0051261,protein depolymerization,28/1107,118/18903,1.41453173466684e-10,2.67750649776222e-08,2.09627221731454e-08,WDR1/VPS4B/GSN/STMN1/CFL1/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/ASPH/EPS8/SPTAN1/MAP1S/TAOK1/CLASP1/ARHGEF2/TRIOBP/TMOD3/HDAC6/SPAST/ADD3/SWAP70/LIMA1/SH3BP1,28
BP,GO:0000070,mitotic sister chromatid segregation,38/1107,204/18903,1.81858454296981e-10,3.3236200268069e-08,2.60212713916044e-08,ARID1A/NDC80/CHMP2A/VPS4B/KIF4A/SMC2/ACTL6A/RB1/CHTF8/SMARCA2/CENPC/ATM/DCTN2/SMC1A/NUMA1/NCAPH/NCAPD2/ARID2/NIPBL/POGZ/PBRM1/SPC24/SMARCC2/SMARCD2/RMDN1/SMARCD1/CHAMP1/DSCC1/NUF2/CHMP4B/SPC25/EML4/BRD7/PDS5B/SMC4/SMC3/CHMP3/DYNC1LI1,38
BP,GO:0051650,establishment of vesicle localization,37/1107,197/18903,2.46995481022621e-10,4.34968365306871e-08,3.40545242510365e-08,MYO1G/MYO1C/MYO1F/EXOC5/SDCBP/HGS/CHMP2A/ACTN4/EXOC3/VPS4B/SNAP29/KIF5B/HTT/PAFAH1B1/TRAPPC10/DNM2/DNM1/TCIRG1/PICALM/DCTN2/DCTN1/DYNC1H1/RAB11B/CLASP1/TRAPPC6B/EXOC6/PDCD6IP/GBF1/EXOC4/EXOC2/TRAPPC9/TSG101/WDR11/ARFGAP3/MYO6/EXOC7/MYO5A,37
BP,GO:0061640,cytoskeleton-dependent cytokinesis,27/1107,113/18903,2.54415458953076e-10,4.34968365306871e-08,3.40545242510365e-08,EXOC5/CHMP2A/EXOC3/ROCK2/VPS4B/DCTN3/KIF4A/STAMBP/STMN1/RASA1/CFL1/USP8/ACTR3/SPTBN1/WASHC5/ROCK1/PLEC/SEPTIN7/EXOC6/PDCD6IP/SEPTIN8/EXOC4/EXOC2/CHMP4B/SPAST/EXOC7/CHMP3,27
BP,GO:0016482,cytosolic transport,34/1107,171/18903,2.71099271095121e-10,4.49008167751295e-08,3.51537278505582e-08,RAB29/AP1G1/SPAG9/SNX3/DNAJC13/AP2A1/RAB6A/MAPK3/CORO1A/KIF5B/RDX/MAP2K2/PIP4K2A/TRAPPC10/CORO7/CLTC/MAP2K1/STX5/SNX1/DCTN1/EEA1/RIC1/VPS53/VPS13C/MON2/VPS52/GBF1/TBC1D5/USP7/VPS11/RAB6B/VTI1B/SNX12/CHMP3,34
BP,GO:0030833,regulation of actin filament polymerization,30/1107,140/18903,4.56929906949978e-10,7.33857123283297e-08,5.74551098308393e-08,ARPC1B/ARPC2/ARPC5/GSN/PFN1/HCLS1/NCK1/RASA1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/ARF6/SPTBN1/PRKCD/TWF1/EPS8/SPTAN1/PTK2B/RICTOR/CYFIP1/ARHGAP18/CYRIA/TRIOBP/TMOD3/ADD3/ARFGEF1,30
BP,GO:0030042,actin filament depolymerization,19/1107,59/18903,4.9055956612635e-10,7.6469579425578e-08,5.98695297111477e-08,WDR1/GSN/CFL1/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/EPS8/SPTAN1/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1/SH3BP1,19
BP,GO:1904375,regulation of protein localization to cell periphery,28/1107,125/18903,5.90827495146374e-10,8.94681635507366e-08,7.00463755147972e-08,ADAM10/STX7/PDPK1/TGFB1/ITGB1/LGALS3/ATP2B4/AKT1/KIF5B/PTPN9/NUMB/ARF6/RAP1A/RHOG/ATP2C1/CLTC/SPTBN1/PICALM/PLS1/NUMA1/PPP2R5A/GRIPAP1/LDLRAP1/NKD2/TMBIM1/AP2M1/VTI1B/HECTD1,28
BP,GO:0051648,vesicle localization,38/1107,213/18903,6.64068891067843e-10,9.77656978516547e-08,7.65426774441356e-08,MYO1G/MYO1C/MYO1F/EXOC5/SDCBP/HGS/CHMP2A/ACTN4/EXOC3/USO1/VPS4B/SNAP29/KIF5B/HTT/PAFAH1B1/TRAPPC10/DNM2/DNM1/TCIRG1/PICALM/DCTN2/DCTN1/DYNC1H1/RAB11B/CLASP1/TRAPPC6B/EXOC6/PDCD6IP/GBF1/EXOC4/EXOC2/TRAPPC9/TSG101/WDR11/ARFGAP3/MYO6/EXOC7/MYO5A,38
BP,GO:0030834,regulation of actin filament depolymerization,18/1107,54/18903,7.41819716910667e-10,1.06260662152069e-07,8.3193551182414e-08,WDR1/GSN/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/EPS8/SPTAN1/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1/SH3BP1,18
BP,GO:1902904,negative regulation of supramolecular fiber organization,33/1107,169/18903,8.0929144408233e-10,1.11238904139867e-07,8.70911142243011e-08,EML2/APOE/GSN/PFN1/STMN1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/GMFB/SPTBN1/PRKCD/TWF1/EPS8/DYRK1A/SPTAN1/TAOK1/CLASP1/ARHGEF2/ARAP1/CORO1B/TRIOBP/TMOD3/HDAC6/ADD3/SWAP70/LIMA1/F11R/ARFGEF1/WASF2,33
BP,GO:1903076,regulation of protein localization to plasma membrane,25/1107,103/18903,8.18550426689588e-10,1.11238904139867e-07,8.70911142243011e-08,STX7/PDPK1/TGFB1/ITGB1/LGALS3/ATP2B4/AKT1/KIF5B/PTPN9/NUMB/ARF6/RHOG/ATP2C1/CLTC/SPTBN1/PICALM/PLS1/PPP2R5A/GRIPAP1/LDLRAP1/NKD2/TMBIM1/AP2M1/VTI1B/HECTD1,25
BP,GO:1990778,protein localization to cell periphery,50/1107,337/18903,1.22068728641555e-09,1.61741065450061e-07,1.26630244290792e-07,EXOC5/ADAM10/RAB29/FYB1/STX7/PDPK1/ROCK2/FLOT1/TGFB1/ITGB1/LGALS3/ATP2B4/AKT1/KIF5B/RDX/PTPN9/NSF/NUMB/RAB13/ARF6/RAP1A/RHOG/ATP2C1/CLTC/SPTBN1/ROCK1/PICALM/RAB31/EFR3A/FLOT2/PLS1/NUMA1/PPP2R5A/SEC23A/CCDC88A/GRIPAP1/LDLRAP1/DENND4C/PACS1/GOLGA7/NKD2/TMBIM1/AP2M1/PRAM1/EHD2/VTI1B/HECTD1/EPB41L3/MYO5A/F11R,50
BP,GO:0031623,receptor internalization,27/1107,121/18903,1.30810582554815e-09,1.690966067172e-07,1.3238904144572e-07,SDCBP/HGS/FLOT1/AP2A1/ITGB1/ANXA2/CD63/RALB/PLCG2/ARRB2/SYK/NEDD4/NUMB/DNM2/AP2S1/AP2B1/CLTC/DNM1/FMR1/PICALM/SNX1/RAB31/LDLRAP1/SCYL2/ANKRD13A/TBC1D5/AP2M1,27
BP,GO:0051494,negative regulation of cytoskeleton organization,32/1107,165/18903,1.74137541728242e-09,2.19744993133258e-07,1.72042654008203e-07,EML2/GSN/PFN1/STMN1/CORO1A/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/GMFB/SPTBN1/PRKCD/TWF1/EPS8/DYRK1A/SPTAN1/TAOK1/CLASP1/ARHGEF2/ARAP1/CORO1B/TRIOBP/TMOD3/HDAC6/ADD3/SWAP70/LIMA1/F11R/ARFGEF1/WASF2,32
BP,GO:0007265,Ras protein signal transduction,51/1107,353/18903,2.12648523218004e-09,2.62101668152423e-07,2.05204523506823e-07,SHTN1/SDCBP/RGL2/DOK2/ROCK2/FLOT1/STAMBP/APOE/ITGB1/RB1/RRAS/RALB/STMN1/RASA1/NF1/CBL/CFL1/GDI1/RDX/CDKN1A/USP8/CRK/DNM2/AIF1/RAP2B/ARF6/RAP1A/GNB1/RHOG/EPS8/MYO9B/ROCK1/GIT2/RASA3/RASA2/MAPRE2/DENND4C/KANK2/CYFIP1/IQGAP3/RASAL3/MADD/GBF1/ARHGEF2/ERBIN/ABI2/CYTH4/SH3BP1/F11R/ARFGEF1/WASF2,51
BP,GO:0030835,negative regulation of actin filament depolymerization,16/1107,45/18903,2.21602216809217e-09,2.66929942974739e-07,2.08984674321037e-07,GSN/RDX/ADD1/CAPG/CAPZA2/CAPZB/CAPZA1/SPTBN1/TWF1/EPS8/SPTAN1/TRIOBP/TMOD3/ADD3/SWAP70/LIMA1,16
