ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0000470,maturation of LSU-rRNA,23/2237,28/18903,2.3568684779603e-17,1.27163767424494e-14,1.02551970997947e-14,PES1/URB1/RSL1D1/RPL7/NOP2/SNU13/RPL7A/RPL10A/BOP1/ZNHIT3/NOL9/RPL7L1/FTSJ3/MAK16/MRPL1/NIFK/GTPBP4/WDR12/RPF2/RPF1/DDX18/ZNHIT6/LAS1L,23
BP,GO:0140014,mitotic nuclear division,94/2237,325/18903,4.42203072713227e-17,2.1870626971275e-14,1.76376962423425e-14,UBE2C/ARID1A/PRMT5/CHEK1/NDC80/DAPK3/CHMP2A/BUB1/BUB1B/VPS4B/KIF4A/SMC2/CHEK2/ACTL6A/INSR/RB1/CHTF8/CCNB1/FLNA/CDC25C/NAA10/RANBP1/MKI67/CENPF/SMARCA2/PLK1/CENPC/EPS8/CDC16/ATM/DCTN2/SMC1A/NUMA1/NCAPH/NCAPD2/RRS1/TRIP13/UBE2S/SGO2/PCID2/ARID2/NIPBL/REEP3/CEP85/POGZ/CLASP1/PBRM1/KIF18B/CEP97/STAG2/SPC24/SMARCC2/STAG1/PHIP/PIBF1/SMARCD2/PSMG2/PINX1/RMDN1/SPDL1/AURKB/SMARCD1/CHAMP1/SPAG5/PHB2/KIF2C/CDC6/CENPK/KATNB1/DSCC1/RIOK2/NUF2/NAA50/CHMP4B/SPC25/EML4/BRD7/INCENP/AAAS/PDS5B/SMC4/BCCIP/SPAST/TASOR/TPX2/NSFL1C/SMC3/NUDC/POLDIP2/CHMP3/CTDP1/TACC3/DYNC1LI1/CCDC61,94
BP,GO:0071826,ribonucleoprotein complex subunit organization,77/2237,242/18903,9.31237404669105e-17,4.25145692054703e-14,3.42861253362787e-14,PRMT5/EIF3D/PRPF3/PSIP1/EIF3G/EIF3J/PRPF6/CELF2/HSP90AB1/RPSA/SNRPA1/GCFC2/EIF2S2/EIF4B/RPL10/KIF5B/RPS19/EIF2S3/NOP2/RPL5/CLNS1A/EIF5/SNU13/EIF3B/GEMIN4/EIF3E/RPS14/SNRPD2/RPS15/RPS28/RPL38/RPL6/KLC1/SFSWAP/ATM/EIF3I/ATR/BOP1/EIF3A/RRS1/EIF4H/PWP2/SF3A1/ZNHIT3/USP39/SHQ1/EIF3M/NOPCHAP1/ZFAND1/BRIX1/GEMIN5/GEMIN6/CLP1/TGS1/SRPK1/EIF3C/WDR77/RPF2/XAB2/LUC7L/PPAN/MDN1/PRMT7/NLE1/ZNHIT6/EIF3K/DDX20/NUFIP1/PUF60/MRTO4/ABT1/RUVBL2/EIF3L/RUVBL1/MRPS7/RRP7A/STRAP,77
BP,GO:0022618,ribonucleoprotein complex assembly,74/2237,234/18903,5.36861728961584e-16,2.27591025813357e-13,1.83542126435212e-13,PRMT5/EIF3D/PRPF3/PSIP1/EIF3G/EIF3J/PRPF6/CELF2/HSP90AB1/RPSA/SNRPA1/GCFC2/EIF2S2/EIF4B/RPL10/RPS19/EIF2S3/NOP2/RPL5/CLNS1A/EIF5/SNU13/EIF3B/GEMIN4/EIF3E/RPS14/SNRPD2/RPS15/RPS28/RPL38/RPL6/SFSWAP/ATM/EIF3I/ATR/BOP1/EIF3A/RRS1/EIF4H/PWP2/SF3A1/ZNHIT3/USP39/SHQ1/EIF3M/NOPCHAP1/BRIX1/GEMIN5/GEMIN6/CLP1/TGS1/SRPK1/EIF3C/WDR77/RPF2/XAB2/LUC7L/PPAN/MDN1/PRMT7/NLE1/ZNHIT6/EIF3K/DDX20/NUFIP1/PUF60/MRTO4/ABT1/RUVBL2/EIF3L/RUVBL1/MRPS7/RRP7A/STRAP,74
BP,GO:0006417,regulation of translation,120/2237,486/18903,1.34622439941417e-15,5.32656120701539e-13,4.29563673272718e-13,ZC3H12D/IGF2BP3/EIF3D/DAPK3/EIF4G3/SYNCRIP/EIF5B/ROCK2/SH3BGRL/CSDE1/CDC123/ELP1/DHFR/GAPDH/EIF2S1/NPM1/EPRS1/VIM/PABPC1/EEF2/PKM/GSPT1/NCK1/YBX3/NCL/EIF2AK2/RPS3/EIF4B/RPL10/CALR/AKT1/SHMT2/MLH1/EIF2S3/EIF1/LRPPRC/RPL5/IREB2/SRP9/AARS1/RPS6KA3/EIF5/EIF3B/EIF3E/RPS14/SELENOT/ETF1/RPL38/EIF5A/YBX1/EIF4G2/RBM3/PURA/EIF4G1/FMR1/KHDRBS1/TRAP1/EIF2B5/TCOF1/ROCK1/PTK2B/CAPRIN1/NOLC1/FASTKD3/EIF4H/PUM3/CYP1B1/PAN2/GLE1/TUT7/ELP2/RPUSD3/LARP1/LARP4/TRMT10C/CYFIP1/ZNF598/XRN1/OGFOD1/NGDN/PNPT1/ELP5/GEMIN5/MRPS27/GCN1/UPF1/DCPS/RPUSD4/PTCD3/DUS3L/CNOT6L/NSUN5/PUS7/CDK5RAP1/EIF3C/DPH2/PYM1/MTG1/MKNK1/EIF2A/DPH1/NIBAN1/TNKS1BP1/PAIP1/NAT10/DPH5/DHX36/MTG2/PCIF1/ELP3/JMJD4/MOV10/METTL5/EIF3K/TNRC6B/PA2G4/DIS3/YBX2/BZW2/IGF2BP2,120
BP,GO:0000070,mitotic sister chromatid segregation,66/2237,204/18903,5.8979477764074e-15,2.18777000331112e-12,1.76434003548187e-12,UBE2C/ARID1A/NDC80/CHMP2A/BUB1/BUB1B/VPS4B/KIF4A/SMC2/ACTL6A/RB1/CHTF8/CCNB1/NAA10/CENPF/SMARCA2/PLK1/CENPC/CDC16/ATM/DCTN2/SMC1A/NUMA1/NCAPH/NCAPD2/RRS1/TRIP13/SGO2/PCID2/ARID2/NIPBL/POGZ/PBRM1/KIF18B/SPC24/SMARCC2/PIBF1/SMARCD2/PSMG2/PINX1/RMDN1/SPDL1/AURKB/SMARCD1/CHAMP1/SPAG5/KIF2C/CDC6/CENPK/KATNB1/DSCC1/RIOK2/NUF2/NAA50/CHMP4B/SPC25/EML4/BRD7/INCENP/PDS5B/SMC4/SMC3/NUDC/CHMP3/TACC3/DYNC1LI1,66
BP,GO:0000819,sister chromatid segregation,72/2237,239/18903,2.19597968197078e-14,7.66655259558622e-12,6.18273660304714e-12,UBE2C/ARID1A/NDC80/CHMP2A/BUB1/BUB1B/VPS4B/KIF4A/SMC2/ACTL6A/RB1/CHTF8/TOP2A/CCNB1/NAA10/CENPF/SMARCA2/PLK1/TOP2B/CENPC/CDC16/ATM/DCTN2/SMC1A/NUMA1/NCAPH/NCAPD2/RRS1/TRIP13/SGO2/PCID2/ARID2/NIPBL/POGZ/PBRM1/KIF18B/STAG2/SPC24/SMC1B/SMARCC2/STAG1/PIBF1/SMARCD2/PSMG2/PINX1/RMDN1/SPDL1/AURKB/SMARCD1/CHAMP1/SPAG5/PHB2/KIF2C/CDC6/CENPK/KATNB1/DSCC1/RIOK2/NUF2/NAA50/CHMP4B/SPC25/EML4/BRD7/INCENP/PDS5B/SMC4/SMC3/NUDC/CHMP3/TACC3/DYNC1LI1,72
BP,GO:0009451,RNA modification,59/2237,176/18903,2.75982072987522e-14,9.09974223989414e-12,7.33854085306588e-12,RBM47/ELP1/SSB/FBL/NOP2/AARS1/WDR4/SNRPD2/NSUN2/TARBP1/WTAP/CTU2/TRMT5/LARP7/ELP2/MRM1/RPUSD3/THADA/TRMT10C/TRMT1L/ADAT2/CTU1/YRDC/FTSJ3/TRMT44/TRMT2A/RPUSD2/CMTR1/DTWD1/TRMT10A/ELP5/NSUN6/TFB1M/EMG1/GTPBP3/NSUN4/RPUSD4/DUS3L/NSUN5/PUS7/TGS1/CDK5RAP1/QTRT1/NAT10/PCIF1/TFB2M/QTRT2/ELP3/MRM3/METTL5/DUS2/TRMT1/DNAJB11/FTSJ1/APOBEC3B/TRMT6/DIMT1/MTO1/PUS1,59
BP,GO:0006399,tRNA metabolic process,62/2237,195/18903,9.52178606158222e-14,2.90677418075359e-11,2.34418519928818e-11,PRORP/NARS1/PTCD1/RPP40/GATB/ELP1/SSB/EPRS1/WARS1/GARS1/IARS1/QARS1/AARS1/HARS2/SARS1/YARS1/MARS1/WDR4/NSUN2/GRSF1/TARBP1/KARS1/CTU2/TRMT5/ELP2/DARS2/THADA/TRMT10C/TRMT1L/ADAT2/CTU1/YRDC/TRMT44/TRMT2A/DTWD1/FAM98A/TRMT10A/ELP5/NSUN6/CLP1/GTPBP3/RPUSD4/DUS3L/PUS7/CDK5RAP1/POP1/ELAC2/RPP25/QTRT1/NAT10/QTRT2/ELP3/DUS2/TRMT1/LARS1/FTSJ1/TRMT6/FARSA/POLR3K/MTO1/RTCB/PUS1,62
BP,GO:0008033,tRNA processing,49/2237,134/18903,9.7953637093634e-14,2.90677418075359e-11,2.34418519928818e-11,PRORP/PTCD1/RPP40/ELP1/SSB/AARS1/SARS1/WDR4/NSUN2/GRSF1/TARBP1/KARS1/CTU2/TRMT5/ELP2/THADA/TRMT10C/TRMT1L/ADAT2/CTU1/YRDC/TRMT44/TRMT2A/DTWD1/FAM98A/TRMT10A/ELP5/NSUN6/CLP1/GTPBP3/RPUSD4/DUS3L/PUS7/CDK5RAP1/POP1/ELAC2/RPP25/QTRT1/NAT10/QTRT2/ELP3/DUS2/TRMT1/FTSJ1/TRMT6/POLR3K/MTO1/RTCB/PUS1,49
BP,GO:0140053,mitochondrial gene expression,55/2237,163/18903,1.51279130917992e-13,4.27543639046801e-11,3.44795091871734e-11,POLRMT/PRORP/MRPS12/PTCD1/GATB/NDUFA7/SHMT2/GARS1/LRPPRC/TUFM/MRPL12/MRPS22/MRPS35/MRPS15/MRPS34/MRPL58/FASTKD3/TRMT5/RPUSD3/MRPL14/DARS2/TRMT10C/MTERF4/SUPV3L1/MRPL43/NOA1/GADD45GIP1/PNPT1/TFB1M/CHCHD10/MRPS27/MRPS31/TBRG4/RPUSD4/THAP11/PTCD3/GFM1/TWNK/CDK5RAP1/ELAC2/MRPL45/MTG1/MRPL1/MRPS26/MRPL18/MTG2/TFB2M/MRPS30/MRPL39/MRPL27/MRPS7/MTO1/MRPL11/MRPS23/PUS1,55
BP,GO:0006413,translational initiation,46/2237,123/18903,2.15379306350707e-13,5.81034628723384e-11,4.68578806687399e-11,EIF3D/EIF4G3/EIF5B/SH3BGRL/CSDE1/CDC123/EIF3G/EIF3J/EIF2S1/NPM1/RPS17/NCK1/EIF2AK2/EIF2S2/RPS3/EIF4B/EIF2S3/EIF1/EIF1AX/EIF5/EIF3B/EIF3E/EIF4A1/RPS3A/EIF4G2/EIF4G1/FMR1/KHDRBS1/EIF2B5/EIF3I/EIF3A/EIF2B1/SLBP/EIF4H/GLE1/LARP1/EIF3M/EIF1AD/EIF3C/EIF2A/PAIP1/DHX33/EIF2B3/EIF3K/EIF3L/BZW2,46
BP,GO:0007059,chromosome segregation,96/2237,382/18903,3.19662973425435e-13,8.24869455339111e-11,6.65220842180985e-11,UBE2C/ARID1A/NDC80/PLSCR1/OIP5/RGS14/CHMP2A/BUB1/BUB1B/VPS4B/KIF4A/SMC2/ACTL6A/NR3C1/RB1/CHTF8/TOP1/TOP2A/CCNB1/ERCC2/RPS3/MLH1/NAA10/MKI67/BAG6/CENPF/SMARCA2/PLK1/ACTR3/UBE2B/CSNK2A1/TOP2B/CENPC/CDC16/ATM/DCTN2/DYNC1H1/SMC1A/NUMA1/NCAPH/NCAPD2/RRS1/TRIP13/SGO2/PCID2/MAP1S/ARID2/NIPBL/CEP85/POGZ/PBRM1/KIF18B/STAG2/SPC24/SMC1B/SMARCC2/STAG1/PIBF1/SMARCD2/USP9X/PSMG2/PINX1/RMDN1/SPDL1/AURKB/SMARCD1/CHAMP1/MUS81/SPAG5/SRPK1/MMS19/PHB2/KIF2C/CDC6/CENPK/NDC1/NTMT1/KATNB1/DSCC1/RIOK2/NUF2/NAA50/CHMP4B/SPC25/EML4/BRD7/INCENP/RAD18/PDS5B/SMC4/MIS18A/SMC3/NUDC/CHMP3/TACC3/DYNC1LI1,96
BP,GO:0051656,establishment of organelle localization,105/2237,437/18903,5.36347717423689e-13,1.32634320954566e-10,1.06963731189715e-10,MYO1G/MYO1C/MYO1F/LGALS9/EXOC5/SDCBP/NDC80/HGS/PDPK1/CHMP2A/ACTN4/OPA1/EXOC3/VPS4B/SNAP29/LMNA/ITGB1/NPM1/LYN/NEFH/ITGA4/CCNB1/RAB6A/LMNB1/CBL/CFL1/KIF5B/MYH9/MLH1/LRPPRC/HTT/PAFAH1B1/SYK/TRAPPC10/CENPF/DNM2/PLK1/RPS15/YWHAZ/UBE2B/DYNLT1/CENPC/LMNB2/DNM1/BTK/MYO1E/ATM/TCIRG1/PICALM/DCTN2/SCRIB/DCTN1/DYNC1H1/NUMA1/RRS1/STXBP2/RAB11B/MAP1S/UNC13D/CLASP1/TRAPPC6B/NOP9/RHOT1/EXOC6/PDCD6IP/PIBF1/GBF1/NECTIN2/EXOC4/PINX1/NMD3/RMDN1/SPDL1/LTV1/AURKB/CHAMP1/EXOC2/TRAPPC9/SPAG5/KIF2C/TSG101/VAMP8/RIOK2/NUF2/WDR11/CHMP4B/EML4/PREB/ARFGAP3/INCENP/MDN1/ACTR10/COPG2/HDAC6/SPAST/CD300A/SUN2/CD84/MYO6/NSFL1C/EXOC7/NUDC/CHMP3/MYO5A/COPG1,105
