ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
hsa04142,Lysosome - Homo sapiens (human),36/1197,132/8659,3.17121735144554e-05,0.000954248130298612,0.000758664438144866,1777/164/2629/2517/3073/1509/5660/3074/1514/1508/1511/967/1211/1212/53/3482/2799/2720/175/1520/9114/10577/1174/1213/162/10312/427/950/138050/2519/8907/20/26503/1522/51172/1657,36
hsa04141,Protein processing in endoplasmic reticulum - Homo sapiens (human),43/1197,170/8659,4.1858567938011e-05,0.00115459883229014,0.00091795105127217,10294/9871/10277/22824/9532/6185/1965/5034/823/3326/3309/3312/9601/7184/824/22926/811/821/10961/3301/5601/10134/5886/29927/1603/8454/7841/10484/81567/201595/10808/27248/80700/84061/10113/56886/23640/6238/51726/11253/55968/51465/10525,43
hsa01200,Carbon metabolism - Homo sapiens (human),32/1197,115/8659,5.6185376110084e-05,0.00143056611480291,0.00113735579170211,3420/3417/9563/2746/847/226/2597/5095/2023/230/2539/5091/5315/35/2805/3098/4594/6472/4199/3418/22934/3099/5631/5723/4329/51/26007/84706/50/55902/8803/29968,32
hsa05171,Coronavirus disease - COVID-19 - Homo sapiens (human),53/1197,232/8659,0.000112232396805879,0.00265349452448184,0.00210963151890749,7097/23586/2162/5579/6218/3921/5336/6129/6139/5610/4790/6188/3716/6137/5595/6134/834/6124/6223/6774/6772/6850/5601/6125/6144/6158/6159/9045/6773/6189/6138/6168/6201/6210/6208/6222/6235/6205/6130/6209/6234/4736/6161/6169/6142/6128/6141/200916/57506/340061/64135/29110/25873,53
hsa00270,Cysteine and methionine metabolism - Homo sapiens (human),18/1197,52/8659,0.00012106380505336,0.00267147463151081,0.00212392640444491,10768/3939/2805/6723/191/1786/875/2729/2937/7263/56267/259307/4548/84245/55256/1789/29968/1788,18
hsa05170,Human immunodeficiency virus 1 infection - Homo sapiens (human),49/1197,212/8659,0.000149087682671902,0.00308425143527498,0.00245210004394576,1111/6892/164/7097/9133/4772/920/3106/2771/5579/2773/3107/891/5532/5336/4790/1072/5595/811/995/207/5605/5601/1398/5829/2776/2790/54331/1174/2782/2783/54205/5604/5530/162/472/545/8737/8454/8450/2185/3709/841/340061/8065/8907/9582/29110/25939,49
hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),23/1197,77/8659,0.000193798093236469,0.00377336287419243,0.00299997048353667,10095/10109/10092/3688/3678/1211/1212/3059/7414/867/1495/1398/5829/1785/10096/391/1213/1759/3611/23176/63916/57180/10163,23
hsa03013,Nucleocytoplasmic transport - Homo sapiens (human),29/1197,108/8659,0.000242942134610311,0.0044674359197785,0.003551785593718,3843/3839/11260/9631/10527/5905/3838/1434/55161/6613/2733/23511/9688/57187/79711/5976/3842/51068/9984/84321/55705/84305/55706/64328/5411/57510/8086/55308/51194,29
hsa00511,Other glycan degradation - Homo sapiens (human),9/1197,18/8659,0.000268243116921559,0.00467307745794927,0.00371527862772243,2629/2517/3073/3074/2720/175/2519/10825/23324,9
hsa05131,Shigellosis - Homo sapiens (human),54/1197,247/8659,0.000319216253078819,0.00528302898845446,0.00420021385630026,10095/10109/10092/81/9475/826/3688/823/5216/3678/87/3059/5336/824/7414/3098/4790/831/7416/5595/834/207/5601/1398/5829/837/3099/10096/382/54205/5330/7307/5331/5580/472/3611/6093/8878/8737/8454/3606/3709/10318/989/340061/23176/9181/63916/10616/57180/29110/27128/7094/10163,54
hsa00900,Terpenoid backbone biosynthesis - Homo sapiens (human),10/1197,23/8659,0.000505706671878499,0.00797090039960872,0.00633717633932956,3156/2224/4597/3157/4598/3422/10654/23590/79947/116150,10
hsa00640,Propanoate metabolism - Homo sapiens (human),12/1197,32/8659,0.000717838049472287,0.010800199744333,0.00858657953914219,3939/5095/1629/593/35/4594/4329/1962/31/51/55902/8803,12
hsa00250,Alanine, aspartate and glutamate metabolism - Homo sapiens (human),13/1197,37/8659,0.000893007273827088,0.0126854270089003,0.0100854086570999,2744/2746/445/435/440/2805/790/158/5471/2673/84706/259307/56954,13
hsa01232,Nucleotide metabolism - Homo sapiens (human),23/1197,85/8659,0.000919789269527512,0.0126854270089003,0.0100854086570999,955/8623/203/7083/353/3615/4830/1890/3614/205/1633/158/6241/1854/22978/8833/271/2987/124583/7371/79077/50808/102157402,23
hsa04666,Fc gamma R-mediated phagocytosis - Homo sapiens (human),25/1197,97/8659,0.00121405566483613,0.0160740970024304,0.0127795333140645,10095/10109/3636/10092/23396/5579/2934/4067/5788/653361/5336/1072/5595/207/6850/1398/5321/1785/10096/382/5604/5580/3635/57180/10163,25
hsa04380,Osteoclast differentiation - Homo sapiens (human),32/1197,135/8659,0.00128326901955319,0.0161087250600068,0.0128070639688399,4982/7305/4772/7040/1535/653361/3459/2355/5532/5336/3727/4790/3716/5595/207/6772/6850/5601/6773/2885/140885/4791/5971/5604/695/5530/3937/8878/3709/4689/11006/489,32
hsa04145,Phagosome - Homo sapiens (human),35/1197,152/8659,0.00134801148355246,0.0161087250600068,0.0128070639688399,9146/8417/7097/3106/7037/4353/3688/1514/3678/3107/3684/1535/653361/3693/526/528/1520/811/821/11151/529/523/5878/5869/9114/29927/10312/10381/1778/8411/4689/9296/949/9902/51143,35
hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human),41/1197,186/8659,0.00136267160628456,0.0161087250600068,0.0128070639688399,10059/1508/3326/7295/1535/4790/7128/7416/3716/5595/834/2634/6772/10135/5601/837/6773/7531/5330/5331/5580/6041/8737/3606/3709/841/7205/5585/5586/3428/57506/340061/90550/140609/55914/10616/56919/29110/22900/11035/51393,41
hsa04210,Apoptosis - Homo sapiens (human),32/1197,136/8659,0.00146128946657274,0.0166788556357095,0.0132603399870484,1676/317/5170/4000/1965/1509/823/1514/1508/142/824/4790/4001/1520/5595/207/5605/835/5601/840/839/54205/5604/84823/472/8737/6709/2021/3709/841/27113/1522,32
hsa03320,PPAR signaling pathway - Homo sapiens (human),20/1197,75/8659,0.00234019199543746,0.02582011834966,0.0205279999599778,6319/11001/5170/9415/34/6256/6342/1376/2710/2180/4199/1374/2171/3157/1962/3611/51/5106/10999/123,20
hsa04611,Platelet activation - Homo sapiens (human),29/1197,124/8659,0.00262523158192481,0.0272826345295532,0.0216907572981024,4659/9475/2771/3688/4067/2773/5336/6916/5595/207/5501/6850/5321/2776/113/5906/5330/5331/695/3937/6093/6786/3709/10235/54518/83706/84876/8673/7094,29
hsa05203,Viral carcinogenesis - Homo sapiens (human),43/1197,204/8659,0.00263759608744925,0.0272826345295532,0.0216907572981024,1111/81/3106/2934/5925/5423/4067/3107/87/5315/5610/4790/890/3716/6672/10971/5595/896/7529/1026/6774/6776/6850/5902/5829/6777/9114/7531/2885/7534/2959/4791/2033/2966/2967/23513/841/5922/2968/1387/7874/9093/10013,43
hsa01240,Biosynthesis of cofactors - Homo sapiens (human),34/1197,153/8659,0.00293023739117152,0.029391168984175,0.0233671243315113,11019/1719/203/7389/2058/7372/211/210/4830/1728/205/790/158/6472/2729/2937/224/1723/7360/133686/25902/112724/8836/55312/29926/80025/79646/79717/64802/10243/50808/102157402/29968/9054,34
hsa04066,HIF-1 signaling pathway - Homo sapiens (human),26/1197,109/8659,0.00320036241180323,0.0311564693619667,0.0247706069025018,3939/7076/7037/226/2597/5579/3643/2023/230/6513/3459/5336/3098/4790/5595/207/5605/1026/7428/6774/3099/5604/2033/5163/1387/8569,26
hsa00100,Steroid biosynthesis - Homo sapiens (human),8/1197,20/8659,0.00350347158740372,0.033132831298018,0.0263418916346144,2222/4047/6713/3930/1718/6307/1595/1717,8
hsa04146,Peroxisome - Homo sapiens (human),21/1197,83/8659,0.0036746748684916,0.0337865939297422,0.0268616583954065,11001/8443/3417/847/6342/25824/2180/3155/5824/3418/5830/3295/4598/5052/1962/51/10654/84188/55711/10901/5827,21
hsa05415,Diabetic cardiomyopathy - Homo sapiens (human),42/1197,203/8659,0.00418716382964886,0.0366339360751608,0.0291254063246627,9167/27089/4709/4726/4710/4714/4701/4705/25874/2936/7040/2597/5579/3643/1509/142/1329/6513/2539/1327/1535/653361/1350/4790/7416/1376/4719/10105/207/7384/5501/5601/4723/4700/5330/5331/5580/2673/4689/126328/489/4715,42
hsa00240,Pyrimidine metabolism - Homo sapiens (human),16/1197,58/8659,0.00429962399390299,0.0366339360751608,0.0291254063246627,955/8623/7083/7372/4830/1890/1633/790/6241/1854/22978/1723/1806/124583/7371/79077,16
hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human),15/1197,53/8659,0.00431638521731501,0.0366339360751608,0.0291254063246627,160/5579/1211/1212/490/493/2776/1785/1175/163/1213/5330/5331/1759/1173,15
hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),46/1197,229/8659,0.00505726215758811,0.0418488443540416,0.0332714615630797,4659/10095/10109/10092/81/23396/9475/3688/2934/5216/3678/6237/3684/87/3676/3693/7414/3683/1072/4478/5595/207/5962/4627/5605/5501/3682/1398/8826/5305/5829/10096/7114/5604/6093/10788/3679/9459/89846/23191/128239/54776/81624/10152/57180/10163,46
hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),14/1197,49/8659,0.00523094369523101,0.0422303015395479,0.03357473488595,1727/3073/3074/3098/10007/3099/2673/7360/51167/55907/64841/29926/55577/10020,14
hsa04910,Insulin signaling pathway - Homo sapiens (human),30/1197,137/8659,0.00624817609786316,0.0492415782950644,0.0391489730442554,3636/5170/10211/3643/5836/5573/5834/5576/5770/3098/867/5595/5577/207/5605/5501/5601/1398/2194/3099/2885/5604/31/2319/9322/5106/5257/8569/23265/8660,30
hsa04670,Leukocyte transendothelial migration - Homo sapiens (human),26/1197,115/8659,0.0068161351611134,0.0524683892634543,0.0417144134707062,81/9475/2771/3688/5579/2773/3684/87/1535/3676/4267/653361/5175/5336/7414/3683/4478/1495/5829/5906/6093/2185/4689/83593/6494/50848,26
hsa05161,Hepatitis B - Homo sapiens (human),34/1197,162/8659,0.00749152697514718,0.0551889507331973,0.0438773658238172,317/7097/4772/23586/7040/5579/5925/4790/890/3716/10971/5595/207/7529/5605/1026/6774/6772/6776/5601/6416/6777/6773/2885/7534/54205/5604/2033/2185/841/57506/1387/64135/29110,34
hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human),44/1197,222/8659,0.00770161813384715,0.0551889507331973,0.0438773658238172,1111/701/9133/4772/11200/7040/920/3106/5925/5423/3107/6513/2224/5532/4790/890/3683/7416/3716/5595/811/821/896/207/5605/1026/6776/1031/5902/5601/6416/6777/113/4791/5971/5604/5530/2033/8881/472/545/1387/7094/8295,44
hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),40/1197,198/8659,0.00776474805558086,0.0551889507331973,0.0438773658238172,64005/4641/4542/10095/10109/10092/9475/9871/2597/3688/3059/4690/4691/4790/6188/5595/834/4627/5601/837/7009/840/10096/382/54205/4643/6093/10381/8737/3606/841/23191/10006/9181/57180/10061/27128/4646/4644/10163,40
hsa05223,Non-small cell lung cancer - Homo sapiens (human),18/1197,72/8659,0.00783649753613376,0.0551889507331973,0.0438773658238172,5170/5579/5925/5336/6256/5595/207/3799/5605/1026/6774/6776/6777/2885/5604/6789/83593/27436,18
hsa01212,Fatty acid metabolism - Homo sapiens (human),15/1197,57/8659,0.00894273710563698,0.0616676246242883,0.0490281639563431,6319/9415/34/35/6342/1376/2180/10449/2194/1374/3295/3032/1962/31/51,15
hsa00071,Fatty acid degradation - Homo sapiens (human),12/1197,43/8659,0.0114544420697158,0.0773759250015498,0.0615168747030925,34/35/1376/2180/10449/223/1374/224/3032/1962/51/2639,12
hsa05230,Central carbon metabolism in cancer - Homo sapiens (human),17/1197,70/8659,0.0128874231679749,0.0824700897296282,0.065566934114826,3417/2744/3939/6513/2539/5315/3098/5595/207/5605/2322/3418/3099/8140/5604/5163/6510,17
hsa04148,Efferocytosis - Homo sapiens (human),32/1197,156/8659,0.0129560261810896,0.0824700897296282,0.065566934114826,102/4772/7040/6513/5175/1051/3693/6256/5595/811/834/682/5605/5029/1398/1374/5878/6566/840/5869/140885/5604/961/8754/196527/286410/489/23339/55823/55754/23200/1788,32
hsa04218,Cellular senescence - Homo sapiens (human),32/1197,156/8659,0.0129560261810896,0.0824700897296282,0.065566934114826,1111/5810/9133/4772/11200/7040/3106/5925/823/6237/3107/891/5532/824/4790/890/7416/5595/896/207/5605/5501/1026/5604/5530/472/8878/545/3709/90550/83593/10111,32
hsa00670,One carbon pool by folate - Homo sapiens (human),7/1197,20/8659,0.0142482542973879,0.0876546826247131,0.0696888874421316,1719/2618/471/6472/160428/25902/4548,7
hsa04520,Adherens junction - Homo sapiens (human),21/1197,93/8659,0.0143001597031254,0.0876546826247131,0.0696888874421316,81/9475/3643/7525/87/5770/7414/5595/1495/8826/5906/1460/1457/2033/5795/6093/4008/5819/1387/83605/10163,21
hsa00970,Aminoacyl-tRNA biosynthesis - Homo sapiens (human),16/1197,66/8659,0.0158230312629649,0.095225879055298,0.0757082835548561,4677/5188/2058/7453/2617/3376/5859/16/23438/6301/8565/4141/3735/55157/51520/2193,16
hsa04217,Necroptosis - Homo sapiens (human),32/1197,159/8659,0.0169281735731306,0.100057597369754,0.0795496878436587,10059/27243/9525/2746/5836/823/3326/142/5834/3459/824/5610/7128/7416/3716/834/6774/6772/6776/5601/5321/6777/6773/8878/8737/841/197259/192111/10616/128866/51652/11035,32
hsa05134,Legionellosis - Homo sapiens (human),14/1197,56/8659,0.0178273878568795,0.10352395404609,0.082305576439887,317/7097/3329/3312/3684/4790/1937/834/840/54205/4791/3606/841/23786,14
hsa05221,Acute myeloid leukemia - Homo sapiens (human),16/1197,67/8659,0.0182031119832686,0.103883277007964,0.0825912521926889,4353/3684/4790/890/5595/5371/207/5605/2322/6774/6776/1050/6777/2885/861/5604,16
hsa04068,FoxO signaling pathway - Homo sapiens (human),27/1197,131/8659,0.0200138004915513,0.112280812927178,0.0892676203905055,5170/9133/7040/847/3643/891/5595/207/5605/1026/6774/5601/5347/1032/2885/5604/2033/6789/472/5106/80854/1387/7874/116986/3276/9454/8660,27
hsa04664,Fc epsilon RI signaling pathway - Homo sapiens (human),16/1197,68/8659,0.020848233878004,0.115012756893656,0.0914396222719476,5170/4067/5336/241/5595/207/5605/6850/5601/6416/5321/2885/5604/695/3937/3635,16
hsa05152,Tuberculosis - Homo sapiens (human),35/1197,180/8659,0.0213392752437218,0.115791805011015,0.0920589958745548,5994/8625/317/7097/7040/972/1509/3329/3684/3459/5532/1051/4790/3716/1520/5595/11151/207/3313/6772/6850/5601/5878/5869/9114/54205/5530/2033/10312/3606/841/8411/1387/54106/9902,35
hsa03250,Viral life cycle - HIV-1 - Homo sapiens (human),15/1197,63/8659,0.0223753323748767,0.119455403485229,0.0949716993840269,9146/904/9525/11168/920/8178/4298/2033/55201/10015/1387/7251/128866/9582/25939,15
hsa00220,Arginine biosynthesis - Homo sapiens (human),7/1197,22/8659,0.0244724771648717,0.128577618120199,0.102224215392113,2744/2746/445/435/2805/95/84706,7
hsa04966,Collecting duct acid secretion - Homo sapiens (human),8/1197,27/8659,0.0255145736500999,0.131958185596611,0.104911898232319,760/526/528/529/523/9114/10312/9296,8
hsa03082,ATP-dependent chromatin remodeling - Homo sapiens (human),24/1197,117/8659,0.0286369247575849,0.145828032227086,0.115938966629899,8289/9219/86/6595/9643/5931/196528/55193/84295/6601/57459/6603/6602/57634/51773/93973/79913/29117/8932/10933/11176/10856/8607/8295,24
hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human),9/1197,33/8659,0.0310349227889474,0.153597480230876,0.122115980466589,3420/3417/1629/593/2805/3418/95/84706/50,9
hsa04120,Ubiquitin mediated proteolysis - Homo sapiens (human),28/1197,142/8659,0.0310907286267935,0.153597480230876,0.122115980466589,55236/11065/9246/51366/10277/8924/7317/867/5371/7428/7318/4734/997/7320/8881/8454/8450/9320/27338/26091/9039/8065/140739/83737/65264/10055/10054/51465,28
hsa04932,Non-alcoholic fatty liver disease - Homo sapiens (human),30/1197,155/8659,0.0331299616116708,0.161264960197986,0.12821192574176,9167/27089/4709/4726/4710/4714/4701/4705/7040/1965/3643/1329/1327/1350/6256/4790/4719/207/7384/5601/1050/4723/840/4700/54205/841/126328/83737/8660/4715,30
hsa05205,Proteoglycans in cancer - Homo sapiens (human),38/1197,205/8659,0.0339605589117782,0.161666191814768,0.128530920507845,4659/5170/7097/9475/7040/3688/5579/1514/3678/967/6237/3059/5336/1655/3693/2316/867/1975/4478/5595/207/6383/5962/5605/5501/1026/6774/8826/5829/2885/7023/5604/5329/6093/3709/27250/84309/54776,38
hsa04114,Oocyte meiosis - Homo sapiens (human),26/1197,131/8659,0.0341892248550868,0.161666191814768,0.128530920507845,699/9133/891/5532/10971/5595/995/7529/5501/6197/113/5347/7531/7534/5604/5530/8881/8454/3709/8243/5528/5525/5529/27127/9748/9126,26
hsa04612,Antigen processing and presentation - Homo sapiens (human),17/1197,78/8659,0.0354319885661001,0.162888725213599,0.129502882186038,5994/8625/6892/920/3106/972/1514/1508/3326/3107/3309/3312/1520/811/821/10197/5720,17
hsa04721,Synaptic vesicle cycle - Homo sapiens (human),17/1197,78/8659,0.0354319885661001,0.162888725213599,0.129502882186038,160/1211/1212/526/528/529/523/4905/1785/1175/9114/163/1213/1759/10312/9296/1173,17
hsa00330,Arginine and proline metabolism - Homo sapiens (human),12/1197,50/8659,0.0365131377686458,0.163573432644875,0.130047251267988,4942/5033/2805/6723/5831/223/2628/224/5832/65263/112849/55748,12
hsa05162,Measles - Homo sapiens (human),27/1197,138/8659,0.0369102051979388,0.163573432644875,0.130047251267988,317/7097/23586/1965/3312/5610/4790/7128/3716/4478/896/207/6774/6772/6776/5601/6777/6773/1460/1457/54205/841/57506/27113/64135/54106/29110,27
hsa04720,Long-term potentiation - Homo sapiens (human),15/1197,67/8659,0.0374305970252034,0.163573432644875,0.130047251267988,5579/5532/5595/5605/5501/2776/6197/5906/5330/5331/5604/5530/2033/3709/1387,15
hsa04935,Growth hormone synthesis, secretion and action - Homo sapiens (human),24/1197,120/8659,0.037557646166195,0.163573432644875,0.130047251267988,2771/5579/2773/5336/5595/207/5605/6774/6772/6776/5601/6416/1398/2776/6777/113/2885/5330/5331/5604/2033/3709/1387/8660,24
hsa05160,Hepatitis C - Homo sapiens (human),30/1197,158/8659,0.0416170765211463,0.178899380889603,0.142231977174116,317/23586/1965/5925/5610/6256/4790/3716/10971/5595/207/7529/5605/1026/6774/6772/6773/3646/10197/7531/2885/7534/54205/5604/6041/8737/841/57506/949/29110,30
hsa04115,p53 signaling pathway - Homo sapiens (human),16/1197,74/8659,0.0432136534316919,0.182866733444268,0.145386177010867,317/1111/10572/9133/11200/891/3732/896/6241/1026/54205/472/545/841/27113/51512,16
hsa00190,Oxidative phosphorylation - Homo sapiens (human),26/1197,134/8659,0.0437722367850079,0.182866733444268,0.145386177010867,9167/27089/4709/4726/4710/4714/4701/4705/1329/1327/1350/526/528/4719/7384/529/523/4723/4700/9114/54205/10312/5464/9296/126328/4715,26
hsa00230,Purine metabolism - Homo sapiens (human),25/1197,128/8659,0.0441973978113034,0.182866733444268,0.145386177010867,5198/955/203/353/3615/4830/3614/2618/10606/205/1633/158/6241/471/22978/8833/113/5631/271/5471/2987/124583/50808/11164/102157402,25
hsa01523,Antifolate resistance - Homo sapiens (human),8/1197,30/8659,0.0462892003533787,0.189157102678622,0.150387265605519,10257/1719/4790/2618/471/6472/6573/8836,8
hsa04062,Chemokine signaling pathway - Homo sapiens (human),35/1197,192/8659,0.0500221532242378,0.201918691673448,0.160533226008465,9475/2771/5579/4067/2773/653361/5336/4790/5595/207/409/6774/6772/2870/1398/5829/2776/2790/6777/113/6773/54331/5906/2782/2783/2885/5330/5331/5604/5580/6093/2185/10235/57580/1794,35
hsa00410,beta-Alanine metabolism - Homo sapiens (human),8/1197,31/8659,0.0551218051068103,0.217206160599455,0.172687359357175,35/223/224/4329/1962/1806/51/55748,8
hsa03060,Protein export - Homo sapiens (human),8/1197,31/8659,0.0551218051068103,0.217206160599455,0.172687359357175,3309/8266/7917/6726/29927/23478/90701/58477,8
hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human),18/1197,89/8659,0.0595688655249968,0.231968170456164,0.184423732275532,7097/4772/920/3459/5532/4790/3716/5595/207/5605/6774/6772/1460/1457/5604/5530/27436/54106,18
hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human),9/1197,37/8659,0.0605696256372134,0.233122628906019,0.185341571717299,3098/3099/2673/7360/55907/64841/29926/55577/10020,9
hsa05169,Epstein-Barr virus infection - Homo sapiens (human),36/1197,202/8659,0.0625976414774458,0.238158842862466,0.189345558008003,317/6892/7097/23586/3106/5925/4067/7431/3107/5336/5610/4790/890/3683/7128/3716/811/896/207/1026/6774/6772/6850/5601/6416/4734/6773/54205/4791/5971/695/8737/841/57506/7874/29110,36
hsa04931,Insulin resistance - Homo sapiens (human),21/1197,108/8659,0.0637593557858121,0.239822122330725,0.190667929981496,11001/8473/5170/5579/3643/5836/6513/5834/5770/4790/207/5501/6774/5601/1374/6197/5580/2673/5106/10999/8660,21
hsa03083,Polycomb repressive complex - Homo sapiens (human),17/1197,84/8659,0.0654390669195711,0.240380428146199,0.191111804854666,8535/8473/4149/10238/1460/2033/5931/57713/54880/1912/80012/1387/7874/9212/64319/54881/22992,17
hsa04662,B cell receptor signaling pathway - Homo sapiens (human),17/1197,84/8659,0.0654390669195711,0.240380428146199,0.191111804854666,3636/4772/5579/4067/5532/5336/4790/5595/207/5605/6850/2885/5604/695/5530/11006/3635,17
hsa05164,Influenza A - Homo sapiens (human),31/1197,171/8659,0.0660864621187436,0.240380428146199,0.191111804854666,317/23586/1965/5579/2224/3459/5610/4790/7416/3716/5595/834/5371/896/207/5605/6772/3838/6773/54205/5604/6041/2033/3606/7706/841/9230/57506/1387/64135/29110,31
hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human),39/1197,223/8659,0.0689794753215314,0.248176155776379,0.19730971201811,9167/27089/5170/4709/4726/4710/4714/4701/4705/847/2052/1329/1327/1535/653361/1728/1350/5770/4790/7416/5595/4719/10105/207/7384/5605/5601/6416/4723/4700/2885/9446/5604/5580/5795/1545/126328/25865/4715,39
hsa04137,Mitophagy - animal - Homo sapiens (human),20/1197,103/8659,0.0699865504908025,0.249091916262964,0.198037777280143,4976/9868/10452/1965/6237/9101/5601/5878/5869/1460/1457/8878/23770/84315/55288/192111/11331/23786/54708/29110,20
hsa01524,Platinum drug resistance - Homo sapiens (human),15/1197,73/8659,0.0718994689244108,0.25317791717,0.201286307179202,317/5170/2067/2950/7153/5595/207/1026/4292/9446/54205/7155/472/841/27113,15
hsa05163,Human cytomegalovirus infection - Homo sapiens (human),39/1197,225/8659,0.0768778934695401,0.267858765667555,0.212958153655236,6892/9475/4772/3106/2771/5579/5925/2773/3107/5532/4790/3716/5595/811/207/5605/1026/6774/1398/5829/2776/2790/113/54331/2782/2783/2885/54205/5330/5331/5604/5530/6093/8737/2185/3709/841/340061/29110,39
hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human),34/1197,194/8659,0.0829398229513527,0.285969597884351,0.227356970809629,4772/3106/5925/4067/3107/3459/5532/5336/5610/4790/3716/5595/207/5605/1026/6774/6772/6850/5601/6416/2790/6773/54331/2782/2783/54205/5604/5530/2033/3709/841/57580/1387/29110,34
hsa05016,Huntington disease - Homo sapiens (human),51/1197,306/8659,0.0857350243013573,0.290263345109827,0.230770667125002,9167/317/27089/4709/4726/11258/4710/4714/4701/4705/160/2876/1211/1212/1329/1327/1350/5434/7416/2878/4719/10105/7384/3799/3064/5601/4723/2776/5437/1175/4700/10121/163/54205/1213/5330/5331/3831/2033/10381/10540/1639/841/126328/1387/1173/5695/27113/89953/55860/4715,51
hsa00480,Glutathione metabolism - Homo sapiens (human),12/1197,57/8659,0.0866644549532809,0.290263345109827,0.230770667125002,3417/2936/2876/2950/2539/6723/2878/6241/2729/2937/3418/9446,12
